NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
2348,서울특별시 관악구 신림동,1***,다가구,8m미만,345.96,171.4,202311,16,"151,292",-,-,1997,문성로26길,-,직거래,-
2349,서울특별시 관악구 신림동,1**,단독,8m미만,177.75,136,202311,23,"78,500",-,-,1990,복은4길,-,중개거래,서울 관악구
2350,서울특별시 관악구 신림동,4**,단독,8m미만,249.63,196.7,202311,27,"180,000",-,-,1990,조원로31길,-,중개거래,서울 관악구
2351,서울특별시 관악구 신림동,4**,다가구,8m미만,419.42,215.5,202311,27,"234,648",-,-,1996,조원로31길,-,중개거래,서울 관악구
2352,서울특별시 관악구 신림동,6**,단독,,296.58,112,202312,1,"81,500",-,-,1994,난곡로34길,-,중개거래,서울 관악구
2353,서울특별시 관악구 신림동,3**,단독,8m미만,33.98,66,202312,2,"59,000",-,-,1972,양지15길,-,중개거래,서울 관악구
2354,서울특별시 관악구 신림동,6**,단독,,141.39,132,202312,8,"75,000",-,-,1985,난곡로26길,20240308,중개거래,서울 관악구
2355,서울특별시 관악구 신림동,2**,단독,8m미만,184.17,102,202312,12,"71,000",-,-,1988,신림로11길,-,중개거래,서울 강남구
2356,서울특별시 관악구 신림동,7**,단독,8m미만,201.87,136,202312,12,"88,538",-,-,1989,난곡로22길,-,직거래,-
2357,서울특별시 관악구 신림동,6**,단독,8m미만,215.19,145,202312,12,"103,998",-,-,1989,난곡로34다길,-,직거래,-
2358,서울특별시 관악구 신림동,1***,다가구,25m미만,214.44,143.3,202312,13,"128,942",-,-,1993,조원중앙로,-,직거래,-
2359,서울특별시 관악구 신림동,1***,다가구,8m미만,130.48,89.6,202312,20,"91,000",-,-,1993,관천로16길,20240122,중개거래,서울 관악구
2360,서울특별시 관악구 신림동,4**,단독,8m미만,266.46,182.1,202312,27,"160,000",-,-,1990,남부순환로167길,-,중개거래,서울 관악구
2361,서울특별시 관악구 신림동,1***,다가구,,432.25,163.7,202312,27,"208,000",-,-,2016,남부순환로172길,-,직거래,-
2362,서울특별시 관악구 신림동,6**,단독,8m미만,209.43,165,202401,22,"86,000",개인,개인,1983,난곡로30가길,-,중개거래,서울 관악구
2363,서울특별시 관악구 신림동,5**,다가구,,199.83,163,202401,30,"136,839",공공기관,개인,1993,남부순환로149길,-,직거래,-
2364,서울특별시 관악구 신림동,6**,단독,,100.8,106,202402,14,"57,000",개인,개인,1976,난곡로30길,-,중개거래,서울 관악구
2365,서울특별시 관악구 신림동,4**,단독,8m미만,211.41,142,202402,14,"92,000",개인,개인,1990,문성로32길,-,중개거래,서울 관악구
2366,서울특별시 관악구 신림동,5**,단독,,234.63,157.6,202402,19,"104,874",개인,개인,1985,관천로15길,-,중개거래,서울 관악구
2367,서울특별시 관악구 신림동,1***,단독,8m미만,258.91,121.4,202403,2,"116,500",개인,개인,1982,대학2길,-,중개거래,서울 관악구
2368,서울특별시 관악구 신림동,5**,단독,,245.91,164,202403,7,"166,338",공공기관,법인,1990,조원로16가길,-,직거래,-
2369,서울특별시 관악구 신림동,3**,단독,8m미만,89.76,122,202403,7,"70,000",개인,개인,1973,양지8길,-,중개거래,서울 관악구
2370,서울특별시 관악구 신림동,5**,단독,12m미만,159.26,133.6,202403,7,"130,000",법인,개인,1985,남부순환로143길,-,중개거래,서울 관악구
2371,서울특별시 관악구 신림동,3**,단독,,35.67,60,202403,9,"56,000",개인,개인,1970,양지3길,-,중개거래,서울 관악구
2372,서울특별시 관악구 신림동,6**,다가구,,242.01,162,202403,11,"90,000",개인,개인,1990,법원단지17길,-,직거래,-
2373,서울특별시 관악구 신림동,1***,다가구,,147.36,97.4,202403,11,"94,681",공공기관,개인,1993,남부순환로170길,-,직거래,-
2374,서울특별시 관악구 신림동,5**,다가구,,345.51,251.9,202403,12,"238,447",공공기관,개인,1993,조원로23길,-,직거래,-
2375,서울특별시 관악구 신림동,4**,다가구,,297.88,159,202403,15,"139,546",공공기관,개인,1993,남부순환로172길,-,직거래,-
2376,서울특별시 관악구 신림동,1***,단독,,149.71,97.2,202403,17,"48,000",개인,개인,1987,문성로26길,-,중개거래,서울 관악구
2377,서울특별시 관악구 신림동,6**,단독,,130.64,139,202403,19,"49,000",개인,개인,1976,난곡로26길,-,중개거래,서울 관악구
2378,서울특별시 관악구 신림동,1*,다가구,8m미만,299.31,175,202403,20,"150,000",개인,개인,1997,남부순환로182길,-,중개거래,서울 관악구
2379,서울특별시 관악구 신림동,2**,다가구,8m미만,356.04,165,202403,21,"80,000",개인,개인,1995,신림로11길,-,직거래,-
2380,서울특별시 관악구 신림동,6**,단독,,213.93,142,202403,22,"109,713",공공기관,개인,1989,난곡로34가길,-,직거래,-
2381,서울특별시 관악구 신림동,1***,단독,,248.84,212.2,202403,25,"130,000",개인,개인,1989,신림동2길,-,중개거래,서울 관악구
2382,서울특별시 관악구 신림동,6**,다가구,8m미만,378,159,202403,26,"96,500",개인,개인,1992,법원단지10길,-,중개거래,"서울 구로구, 서울 영등포구"
2383,서울특별시 관악구 신림동,4**,다가구,8m미만,147.15,92.9,202403,27,"89,933",공공기관,개인,1993,남부순환로,-,직거래,-
2384,서울특별시 관악구 신림동,1**,단독,8m미만,339.76,149,202404,6,"165,000",개인,개인,2016,신림로28길,-,중개거래,서울 관악구
2385,서울특별시 관악구 신림동,4**,단독,8m미만,193.2,131.6,202404,8,"129,681",공공기관,개인,1990,신사로16길,-,직거래,-
2386,서울특별시 관악구 신림동,1**,단독,8m미만,141.16,96,202404,9,"57,000",개인,개인,1985,서림11가길,-,직거래,-
2387,서울특별시 관악구 신림동,1***,다가구,8m미만,193.41,134.2,202404,9,"99,865",공공기관,개인,1991,남부순환로166길,-,직거래,-
2388,서울특별시 관악구 신림동,6**,다가구,8m미만,179.13,139,202404,9,"84,928",공공기관,개인,1994,난곡로34길,-,직거래,-
2389,서울특별시 관악구 신림동,3**,단독,8m미만,43.93,76,202404,10,"67,000",개인,개인,1970,양지17길,-,중개거래,서울 관악구
2390,서울특별시 관악구 신림동,4**,다가구,8m미만,181.7,105.1,202404,12,"111,584",공공기관,개인,1991,신사로26길,-,직거래,-
2391,서울특별시 관악구 신림동,5**,다가구,8m미만,199.32,159.3,202404,22,"140,115",공공기관,개인,1992,조원로14길,-,직거래,-
2392,서울특별시 관악구 신림동,1**,다가구,8m미만,174.24,119,202404,25,"99,516",공공기관,개인,1990,신림로26길,-,직거래,-
2393,서울특별시 관악구 신림동,7**,다가구,8m미만,149.37,99,202404,26,"50,000",공공기관,개인,1995,난곡로35다길,-,중개거래,서울 관악구
2394,서울특별시 관악구 신림동,9*,다가구,8m미만,263.17,132,202404,26,"103,663",공공기관,개인,2000,신림로48길,-,직거래,-
2395,서울특별시 관악구 신림동,8*,다가구,8m미만,183.06,116,202404,26,"80,967",공공기관,개인,1990,남부순환로194길,-,직거래,-
2396,서울특별시 관악구 신림동,9*,단독,8m미만,222.05,122,202404,27,"62,000",개인,개인,1992,신림로46길,-,중개거래,서울 관악구
2397,서울특별시 관악구 남현동,6**,단독,8m미만,253.28,197,202404,11,"140,000",개인,개인,1984,승방3나길,-,직거래,-
2398,서울특별시 서초구 방배동,8**,단독,8m미만,159.01,165.7,202305,22,"300,500",-,-,1977,서초대로27길,-,중개거래,서울 서초구
2399,서울특별시 서초구 방배동,9**,단독,25m미만,495.17,268,202305,24,"600,000",-,-,1978,방배중앙로,20231128,중개거래,서울 강남구
2400,서울특별시 서초구 방배동,7**,단독,8m미만,1265.89,413.6,202306,12,"835,000",-,-,1992,동광로19길,-,중개거래,서울 강남구
2401,서울특별시 서초구 방배동,9**,단독,8m미만,242.01,186.2,202306,12,"299,641",-,-,1983,효령로33길,-,중개거래,서울 서초구
2402,서울특별시 서초구 방배동,9**,다가구,8m미만,248.26,169.9,202307,22,"352,000",-,-,2001,서초대로4길,-,중개거래,서울 서초구
2403,서울특별시 서초구 방배동,9**,단독,25m미만,246.85,165.3,202308,11,"348,000",-,-,1983,방배중앙로,-,중개거래,서울 서초구
2404,서울특별시 서초구 방배동,5**,단독,8m미만,222.3,149,202308,19,"230,000",-,-,1989,효령로14바길,-,중개거래,서울 서초구
2405,서울특별시 서초구 방배동,5**,단독,8m미만,250.12,197.7,202308,21,"268,000",-,-,1983,효령로16길,-,중개거래,서울 서초구
2406,서울특별시 서초구 방배동,5**,다가구,8m미만,387.61,139,202309,2,"239,200",-,-,1993,효령로14바길,-,중개거래,서울 서초구
2407,서울특별시 서초구 방배동,8**,다가구,8m미만,156.11,73.76,202309,12,"215,000",-,-,2004,서초대로25길,-,중개거래,서울 서초구
2408,서울특별시 서초구 방배동,5**,단독,12m미만,261.59,205,202309,21,"280,000",-,-,1982,효령로12길,-,중개거래,서울 서초구 세종시
2409,서울특별시 서초구 방배동,1**,단독,8m미만,247.92,165,202310,11,"303,000",-,-,1986,서초대로30길,-,중개거래,서울 서초구
2410,서울특별시 서초구 방배동,4**,단독,8m미만,500.69,217.7,202310,18,"304,050",-,-,1990,효령로8길,-,중개거래,서울 서초구
2411,서울특별시 서초구 방배동,5**,단독,8m미만,224.98,145,202311,27,"180,000",-,-,1989,청두곶4길,-,중개거래,서울 서초구
2412,서울특별시 서초구 방배동,9**,단독,25m미만,495.17,268,202311,28,"600,000",-,-,1978,방배중앙로,-,중개거래,서울 강남구
2413,서울특별시 서초구 방배동,5**,단독,8m미만,207.07,179,202312,19,"267,000",-,-,1984,효령로20길,-,중개거래,"서울 서초구, 세종"
2414,서울특별시 서초구 방배동,5**,단독,8m미만,197.79,165,202312,29,"160,000",-,-,1993,청두곶4길,-,직거래,-
2415,서울특별시 서초구 방배동,5**,단독,,230.22,202,202401,9,"180,099",법인,개인,1980,효령로4길,-,직거래,-
2416,서울특별시 서초구 방배동,5**,단독,12m미만,230.22,202,202401,9,"180,099",법인,개인,1980,효령로4길,20240116,직거래,-
2417,서울특별시 서초구 방배동,2***,단독,8m미만,198.9,313,202401,30,"230,000",기타,개인,1989,전원말안9길,-,중개거래,서울 서초구
2418,서울특별시 서초구 방배동,5**,단독,8m미만,81.75,155,202401,31,"236,000",개인,개인,1976,효령로20가길,-,중개거래,서울 서초구
2419,서울특별시 서초구 방배동,4**,단독,8m미만,141.08,175.1,202402,24,"240,000",개인,개인,1978,남부순환로289길,-,중개거래,서울 서초구
2420,서울특별시 서초구 방배동,2***,단독,,205.02,300,202403,11,"240,000",법인,개인,1987,전원말7길,-,중개거래,서울 서초구
2421,서울특별시 서초구 방배동,2***,단독,,197.62,291,202403,11,"242,500",법인,개인,1987,전원말7길,-,중개거래,서울 서초구
2422,서울특별시 서초구 방배동,5**,다가구,8m미만,404.08,179,202403,13,"244,500",개인,개인,1994,효령로20길,-,중개거래,서울 서초구
2423,서울특별시 서초구 방배동,5**,단독,8m미만,244.8,165,202403,22,"240,000",개인,개인,1988,효령로14바길,-,중개거래,서울 서초구
2424,서울특별시 서초구 양재동,1**,단독,8m미만,738.95,254.8,202307,5,"600,000",-,-,1989,강남대로23길,-,중개거래,서울 강남구
2425,서울특별시 서초구 양재동,1**,단독,8m미만,246.59,176.4,202308,6,"280,000",-,-,1990,양재천로9길,-,중개거래,서울 강남구
2426,서울특별시 서초구 양재동,4**,다가구,8m미만,567.92,273.8,202309,14,"420,000",-,-,1997,논현로5길,20240228,중개거래,"서울 서초구, 인천 연수구"
2427,서울특별시 서초구 양재동,3**,다가구,8m미만,538.36,259.6,202404,1,"438,249",공공기관,개인,1994,강남대로2길,-,직거래,-
2428,서울특별시 서초구 우면동,2**,단독,12m미만,198.8,333,202305,29,"310,000",-,-,1982,형촌길,-,중개거래,경기 용인처인구 서울 서초구
2429,서울특별시 서초구 우면동,7*,다가구,12m미만,515.56,379,202307,7,"370,000",-,-,2010,바우뫼로9길,-,중개거래,서울 강남구 서울 서초구
2430,서울특별시 서초구 잠원동,3*,다가구,8m미만,492.83,172.7,202305,23,"500,000",-,-,1992,강남대로95길,20230706,중개거래,서울 강남구
2431,서울특별시 서초구 잠원동,3*,다가구,8m미만,492.83,172.7,202307,6,"500,000",-,-,1992,강남대로95길,-,중개거래,서울 강남구
2432,서울특별시 서초구 잠원동,2*,다가구,8m미만,447.89,206.4,202311,15,"700,000",-,-,1997,강남대로93길,-,중개거래,서울 강남구
2433,서울특별시 서초구 잠원동,1*,단독,,306.32,121.8,202401,25,"390,000",법인,개인,1992,강남대로101안길,-,중개거래,서울 강남구
2434,서울특별시 서초구 반포동,7**,다가구,8m미만,375.94,162.1,202306,20,"480,000",-,-,,사평대로53길,20230720,중개거래,서울 강남구
2435,서울특별시 서초구 반포동,7**,다가구,8m미만,375.94,162.1,202306,20,"480,000",-,-,1995,사평대로53길,-,중개거래,서울 강남구
2436,서울특별시 서초구 반포동,7**,단독,,329.31,617.5,202307,5,"2,000,000",-,-,1987,사평대로57길,-,중개거래,서울 서초구
2437,서울특별시 서초구 반포동,7**,단독,12m미만,423.75,654.9,202310,17,"1,233,728",-,-,1983,사평대로55길,-,직거래,-
2438,서울특별시 서초구 서초동,1***,단독,8m미만,295.65,302.8,202308,3,"343,000",-,-,1983,서리풀3길,-,중개거래,서울 서초구
2439,서울특별시 서초구 서초동,1***,단독,8m미만,470.69,187.9,202308,16,"700,000",-,-,2004,서초대로46길,20231130,중개거래,서울 강남구
2440,서울특별시 서초구 서초동,1***,단독,8m미만,246.39,165.2,202309,1,"250,000",-,-,1989,반포대로23길,-,중개거래,서울 서초구
2441,서울특별시 서초구 서초동,1***,다가구,,851.7,326.2,202309,19,"670,000",-,-,2005,반포대로23길,-,중개거래,서울 강남구
2442,서울특별시 서초구 서초동,1***,단독,8m미만,299.88,253.7,202309,19,"530,000",-,-,1980,강남대로39길,-,직거래,-
2443,서울특별시 서초구 서초동,1***,단독,8m미만,244.8,234.3,202310,10,"200,000",-,-,1983,사임당로18길,-,중개거래,서울 서초구
2444,서울특별시 서초구 서초동,1***,다가구,12m미만,1035.91,332,202310,23,"890,000",-,-,2002,서초중앙로22길,-,중개거래,서울 강남구
2445,서울특별시 서초구 신원동,3**,단독,8m미만,169.8,448,202306,3,"400,000",-,-,1982,본마을3길,-,중개거래,서울 서초구
2446,서울특별시 강남구 역삼동,6**,다가구,8m미만,421.38,153.8,202305,26,"480,000",-,-,2002,논현로97길,-,중개거래,서울 강남구
2447,서울특별시 강남구 역삼동,6**,다가구,,875.82,411.4,202305,31,"860,000",-,-,2000,봉은사로48길,20240327,중개거래,서울 강남구
2448,서울특별시 강남구 역삼동,7**,다가구,,484.12,184.4,202306,7,"550,000",-,-,1990,논현로71길,-,중개거래,서울 강남구
2449,서울특별시 강남구 역삼동,7**,다가구,25m미만,588.18,302.4,202306,9,"1,150,000",-,-,1994,도곡로57길,-,중개거래,"서울 강남구, 서울 영등포구"
2450,서울특별시 강남구 역삼동,7**,다가구,12m미만,374.8,173.3,202306,16,"407,800",-,-,1997,논현로76길,-,중개거래,서울 강남구
2451,서울특별시 강남구 역삼동,7**,다가구,12m미만,498,302.7,202306,16,"712,200",-,-,1997,논현로76길,-,중개거래,서울 강남구
2452,서울특별시 강남구 역삼동,7**,다가구,8m미만,310.9,155.9,202306,29,"350,000",-,-,2016,역삼로33길,20230801,중개거래,서울 강남구
2453,서울특별시 강남구 역삼동,7**,다가구,8m미만,310.9,155.9,202306,29,"350,000",-,-,2016,역삼로33길,-,중개거래,서울 강남구
2454,서울특별시 강남구 역삼동,7**,단독,8m미만,348.84,300.6,202307,5,"610,000",-,-,1993,도곡로37길,-,직거래,-
2455,서울특별시 강남구 역삼동,7**,다가구,8m미만,346.6,175,202307,21,"310,000",-,-,1995,언주로69길,20240108,중개거래,서울 강남구
2456,서울특별시 강남구 역삼동,7**,다가구,12m미만,494.9,167.9,202308,7,"530,000",-,-,1992,논현로71길,20231023,중개거래,서울 강남구
2457,서울특별시 강남구 역삼동,7**,다가구,12m미만,494.9,167.9,202308,7,"530,000",-,-,1992,논현로71길,-,중개거래,서울 강남구
2458,서울특별시 강남구 역삼동,7**,단독,,447.9,224.7,202308,15,"550,000",-,-,1988,역삼로37길,-,중개거래,서울 강남구
2459,서울특별시 강남구 역삼동,6**,단독,8m미만,217.14,242.8,202309,19,"320,000",-,-,1996,언주로97길,-,직거래,-
2460,서울특별시 강남구 역삼동,7**,다가구,8m미만,539.82,235.8,202310,13,"525,000",-,-,1997,언주로98길,-,중개거래,서울 강남구
2461,서울특별시 강남구 역삼동,7**,단독,8m미만,741.74,261.8,202312,15,"665,000",-,-,2003,논현로65길,-,중개거래,서울 강남구
2462,서울특별시 강남구 역삼동,6**,단독,,449.82,197.4,202401,19,"630,000",법인,개인,1996,테헤란로37길,-,중개거래,서울 강남구
2463,서울특별시 강남구 역삼동,7**,단독,,627.91,230,202403,12,"626,000",법인,개인,1996,논현로67길,-,중개거래,서울 강남구
2464,서울특별시 강남구 역삼동,6**,다가구,,875.82,411.4,202403,20,"860,000",개인,개인,2000,봉은사로48길,-,중개거래,서울 강남구
2465,서울특별시 강남구 역삼동,7**,다가구,,535.92,241.2,202403,21,"720,000",법인,개인,1997,논현로79길,-,중개거래,서울 강남구
2466,서울특별시 강남구 역삼동,7**,단독,8m미만,550.27,194.2,202404,5,"501,000",법인,개인,1994,역삼로11길,-,중개거래,서울 강남구
2467,서울특별시 강남구 역삼동,7**,다가구,8m미만,285,142.7,202404,20,"50,000",개인,개인,2010,역삼로11길,-,중개거래,서울 강남구
2468,서울특별시 강남구 개포동,1**,단독,25m미만,931.88,299.2,202309,19,"1,080,000",-,-,1991,선릉로,20231202,중개거래,서울 강남구 서울 서초구
2469,서울특별시 강남구 개포동,1**,단독,25m미만,931.88,299.2,202311,10,"1,080,000",-,-,1991,선릉로,-,중개거래,"서울 강남구, 서울 서초구"
2470,서울특별시 강남구 개포동,1***,단독,25m이상,1441.64,363.7,202401,26,"1,190,000",법인,개인,1993,논현로,-,중개거래,서울 강남구
2471,서울특별시 강남구 청담동,3*,다가구,8m미만,528.48,237.4,202305,17,"920,000",-,-,1997,선릉로132길,-,중개거래,서울 강남구
2472,서울특별시 강남구 청담동,1*,단독,8m미만,824.95,358.6,202309,27,"2,420,000",-,-,2019,선릉로146길,-,중개거래,서울 강남구
2473,서울특별시 강남구 청담동,1**,다가구,8m미만,412.87,196.1,202311,21,"695,000",-,-,1997,도산대로83길,-,중개거래,서울 강남구
2474,서울특별시 강남구 청담동,1**,단독,8m미만,164.54,221.7,202401,29,"550,000",개인,개인,1978,도산대로87길,-,중개거래,서울 강남구
2475,서울특별시 강남구 청담동,6*,단독,8m미만,259.37,212.8,202404,10,"385,000",개인,개인,1988,학동로97길,-,중개거래,"서울 강남구, 서울 용산구"
2476,서울특별시 강남구 삼성동,6*,단독,8m미만,292.72,148.3,202307,27,"360,000",-,-,1991,삼성로118길,-,중개거래,서울 강남구
2477,서울특별시 강남구 삼성동,3*,다가구,8m미만,389.59,173.6,202307,27,"550,000",-,-,1998,봉은사로59길,-,중개거래,서울 강남구
2478,서울특별시 강남구 삼성동,1**,다가구,8m미만,659.49,342.9,202308,16,"720,000",-,-,1997,봉은사로72길,-,중개거래,서울 강남구
2479,서울특별시 강남구 삼성동,7*,단독,8m미만,767.08,314.6,202309,14,"1,710,000",-,-,1991,영동대로115길,-,중개거래,서울 강남구
2480,서울특별시 강남구 삼성동,*,다가구,8m미만,635.24,405.5,202309,18,"880,000",-,-,1995,학동로56길,-,중개거래,서울 강남구
2481,서울특별시 강남구 삼성동,4*,단독,8m미만,190.95,207.1,202309,21,"480,000",-,-,1989,봉은사로67길,-,중개거래,서울 강남구
2482,서울특별시 강남구 삼성동,1**,다가구,8m미만,360.16,180.3,202312,10,"688,000",-,-,2021,봉은사로74길,-,중개거래,서울 서초구
2483,서울특별시 강남구 삼성동,1**,다가구,8m미만,366.6,179.4,202312,14,"420,000",-,-,1996,삼성로107길,-,중개거래,서울 강남구
2484,서울특별시 강남구 삼성동,3*,다가구,8m미만,611.08,263.1,202401,29,"550,000",법인,개인,1999,봉은사로57길,-,중개거래,"서울 강남구, 서울 서대문구"
2485,서울특별시 강남구 삼성동,1**,다가구,,322.48,194.7,202402,21,"500,000",법인,개인,2016,봉은사로74길,-,중개거래,서울 강남구
2486,서울특별시 강남구 대치동,9**,단독,,239.83,155,202312,22,"493,500",-,-,1990,도곡로73길,-,중개거래,서울 강남구
2487,서울특별시 강남구 대치동,9**,다가구,12m미만,621.44,283.4,202401,10,"700,000",법인,개인,1997,역삼로83길,-,중개거래,서울 강남구
2488,서울특별시 강남구 대치동,9**,단독,,224.65,170.7,202401,25,"475,000",법인,개인,1985,역삼로88길,-,중개거래,서울 강남구
2489,서울특별시 강남구 대치동,9**,단독,,161.46,203.5,202402,29,"520,000",법인,개인,1976,삼성로63길,-,중개거래,서울 강남구
2490,서울특별시 강남구 대치동,8**,다가구,8m미만,400.44,180.7,202404,12,"178,800",개인,개인,1997,역삼로63길,-,직거래,-
2491,서울특별시 강남구 신사동,6**,단독,,869.27,333.3,202307,20,"1,890,000",-,-,2006,선릉로155길,-,중개거래,서울 강남구
2492,서울특별시 강남구 신사동,6**,단독,25m미만,653.42,193.4,202307,25,"1,500,000",-,-,1991,도산대로51길,-,중개거래,서울 강남구
2493,서울특별시 강남구 신사동,6**,다가구,25m미만,365.94,196.8,202308,21,"535,000",-,-,1996,언주로153길,-,중개거래,서울 강남구
2494,서울특별시 강남구 신사동,5**,단독,,482.64,188.7,202309,11,"940,000",-,-,1995,압구정로2길,-,중개거래,서울 강남구
2495,서울특별시 강남구 신사동,5**,다가구,8m미만,419.48,182.2,202309,21,"660,000",-,-,1996,논현로159길,20231206,중개거래,서울 강남구
2496,서울특별시 강남구 신사동,5**,다가구,8m미만,419.48,182.2,202312,6,"660,000",-,-,1996,논현로159길,-,중개거래,서울 강남구
2497,서울특별시 강남구 신사동,5**,다가구,8m미만,416.39,199.5,202312,20,"700,000",-,-,1995,도산대로19길,-,중개거래,서울 강남구
2498,서울특별시 강남구 신사동,5**,다가구,,263.3,137.1,202402,15,"547,500",법인,개인,2009,논현로155길,-,중개거래,서울 강남구
2499,서울특별시 강남구 신사동,6**,다가구,8m미만,727.16,279.5,202402,20,"1,000,000",법인,개인,1997,언주로165길,20240429,중개거래,서울 강남구
2500,서울특별시 강남구 신사동,6**,다가구,8m미만,500.81,188.5,202402,21,"700,000",개인,개인,2002,논현로168길,-,중개거래,서울 강남구
2501,서울특별시 강남구 신사동,6**,다가구,8m미만,727.16,279.5,202402,27,"1,000,000",법인,개인,1997,언주로165길,-,중개거래,서울 강남구
2502,서울특별시 강남구 신사동,5**,다가구,,506.77,209,202402,29,"750,000",법인,개인,1994,논현로155길,-,중개거래,서울 강남구
2503,서울특별시 강남구 신사동,6**,단독,,305.62,326.3,202403,28,"2,850,000",법인,개인,1982,압구정로46길,-,중개거래,서울 서초구
2504,서울특별시 강남구 신사동,6**,단독,25m이상,599.65,226.3,202404,8,"1,800,000",법인,개인,1988,선릉로,-,중개거래,서울 강남구
2505,서울특별시 강남구 신사동,5**,단독,8m미만,868.77,237.6,202404,18,"1,070,000",법인,개인,1997,논현로163길,-,중개거래,서울 강남구
2506,서울특별시 강남구 신사동,5**,단독,8m미만,127.33,170.3,202404,21,"585,000",개인,개인,1975,도산대로23길,-,중개거래,"서울 강남구, 서울 서초구"
2507,서울특별시 강남구 논현동,1**,다가구,8m미만,659.98,335.3,202305,23,"858,000",-,-,1991,강남대로120길,-,중개거래,서울 강남구
2508,서울특별시 강남구 논현동,1*,다가구,8m미만,381.75,170.1,202305,25,"570,000",-,-,1991,도산대로12길,-,중개거래,서울 강남구
2509,서울특별시 강남구 논현동,2**,다가구,8m미만,392.54,248.2,202305,25,"520,000",-,-,1996,논현로116길,-,중개거래,서울 강남구
2510,서울특별시 강남구 논현동,1**,다가구,8m미만,284.16,192.6,202306,8,"430,000",-,-,1994,,-,중개거래,서울 강남구
2511,서울특별시 강남구 논현동,2**,다가구,12m미만,656.64,293.6,202306,10,"950,000",-,-,1997,선릉로111길,-,중개거래,서울 강남구
2512,서울특별시 강남구 논현동,2**,다가구,8m미만,485.76,209.5,202306,22,"588,000",-,-,2003,언주로121길,20230821,중개거래,서울 강남구
2513,서울특별시 강남구 논현동,7*,단독,,328.1,439.8,202306,28,"1,330,000",-,-,1990,논현로142길,-,중개거래,서울 강동구
2514,서울특별시 강남구 논현동,1**,다가구,,889.45,262.6,202306,29,"919,000",-,-,1994,논현로113길,-,중개거래,서울 강남구
2515,서울특별시 강남구 논현동,1**,단독,8m미만,419.6,201.1,202307,4,"720,000",-,-,1995,선릉로141길,-,중개거래,서울 강남구
2516,서울특별시 강남구 논현동,2**,다가구,8m미만,436.64,203,202307,6,"500,000",-,-,1993,학동로42길,-,중개거래,서울 강남구
2517,서울특별시 강남구 논현동,2**,다가구,8m미만,473.44,208.9,202307,9,"690,000",-,-,1997,논현로124길,-,중개거래,서울 강남구
2518,서울특별시 강남구 논현동,2**,다가구,8m미만,485.76,209.5,202307,20,"588,000",-,-,2003,언주로121길,-,중개거래,서울 강남구
2519,서울특별시 강남구 논현동,2**,단독,8m미만,232.66,288.4,202307,24,"760,000",-,-,1976,봉은사로47길,-,중개거래,서울 강남구
2520,서울특별시 강남구 논현동,1**,다가구,8m미만,652.3,278.4,202308,14,"800,000",-,-,1996,학동로28길,-,중개거래,서울 강남구
2521,서울특별시 강남구 논현동,1**,다가구,,383.08,175.5,202308,19,"379,000",-,-,1993,학동로4길,-,중개거래,서울 강남구
2522,서울특별시 강남구 논현동,1**,단독,8m미만,249.9,176.7,202308,28,"420,000",-,-,1987,학동로20길,-,중개거래,서울 강남구
2523,서울특별시 강남구 논현동,1**,단독,,467.89,167.6,202309,15,"640,000",-,-,1989,학동로41길,-,중개거래,서울 강남구
2524,서울특별시 강남구 논현동,1**,다가구,8m미만,411.45,188.5,202310,6,"585,167",-,-,1993,강남대로128길,-,중개거래,서울 강남구
2525,서울특별시 강남구 논현동,1**,다가구,8m미만,271.03,164,202311,2,"520,000",-,-,1992,도산대로54길,-,중개거래,서울 강남구
2526,서울특별시 강남구 논현동,5*,단독,12m미만,486.75,592,202311,9,"3,250,000",-,-,1978,학동로11길,-,중개거래,서울 서초구
2527,서울특별시 강남구 논현동,1**,다가구,8m미만,603.72,245.1,202311,15,"540,000",-,-,1994,논현로119길,-,중개거래,서울 강남구
2528,서울특별시 강남구 논현동,1**,단독,12m미만,1081.35,341.5,202311,28,"1,350,000",-,-,1995,학동로20길,20240116,중개거래,서울 서초구
2529,서울특별시 강남구 논현동,2**,다가구,8m미만,476.11,196.6,202401,25,"615,000",법인,개인,2002,논현로126길,-,중개거래,서울 강남구
2530,서울특별시 강남구 논현동,2*,다가구,8m미만,281.57,126.2,202403,8,"450,000",개인,개인,1995,학동로3길,-,중개거래,서울 강남구
2531,서울특별시 강남구 논현동,2**,다가구,8m미만,526.84,237.7,202403,17,"560,000",개인,개인,1997,학동로42길,-,중개거래,서울 강남구
2532,서울특별시 강남구 논현동,2**,다가구,8m미만,582,277.4,202403,23,"850,000",법인,개인,1997,선릉로125길,-,중개거래,"서울 강남구, 서울 송파구"
2533,서울특별시 강남구 압구정동,5**,다가구,12m미만,741.39,217.1,202309,13,"1,500,000",-,-,2011,압구정로,-,중개거래,서울 강남구
2534,서울특별시 강남구 세곡동,1**,단독,12m미만,309.91,313,202305,23,"340,000",-,-,2017,헌릉로618길,-,직거래,-
2535,서울특별시 강남구 세곡동,4**,단독,25m미만,165.54,461,202312,7,"520,000",-,-,1982,헌릉로571길,20240117,중개거래,서울 송파구
