NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
16233,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202303,30,"88,000",102,7,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.31
16234,서울특별시 송파구 신천동,11,11,0,장미2,82.45,202303,28,"178,000",28,11,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.05.30
16235,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202303,27,"144,000",317,1,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.22
16236,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202303,27,"159,000",316,18,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.30
16237,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202303,27,"180,000",308,25,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.07.03
16238,서울특별시 송파구 신천동,11,11,0,장미2,99,202303,25,"195,000",25,10,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.07.10
16239,서울특별시 송파구 신천동,11,11,0,장미2,71.2,202303,25,"155,000",27,10,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.05.30
16240,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202303,25,"193,000",212,28,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.08
16241,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202303,24,"87,000",102,10,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.31
16242,서울특별시 송파구 신천동,7,7,0,장미1,155.22,202303,20,"248,000",13,1,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.06.26
16243,서울특별시 송파구 신천동,7,7,0,장미1,82.45,202303,18,"168,000",9,3,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.04.17
16244,서울특별시 송파구 신천동,7,7,0,장미1,71.2,202303,18,"153,700",1,14,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.06.26
16245,서울특별시 송파구 신천동,7,7,0,장미1,155.22,202303,16,"257,500",12,14,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.04.28
16246,서울특별시 송파구 신천동,17,17,0,파크리오,144.77,202303,14,"254,500",218,18,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.30
16247,서울특별시 송파구 신천동,17,17,0,파크리오,59.64,202303,12,"155,000",120,18,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.25
16248,서울특별시 송파구 신천동,11월 09일,11,9,한신잠실코아,41.99,202303,11,"78,000",아파트,12,-,-,1988,올림픽로35가길 11,-,중개거래,서울 송파구,23.05.08
16249,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202303,8,"154,000",316,16,-,-,2008,올림픽로 435,-,중개거래,경기 하남시 서울 송파구,23.05.09
16250,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202303,8,"185,000",310,24,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.30
16251,서울특별시 송파구 신천동,11,11,0,장미2,82.45,202303,5,"175,000",31,9,-,-,1979,올림픽로35길 104,-,중개거래,경기 수원영통구 서울 송파구,23.06.28
16252,서울특별시 송파구 신천동,17,17,0,파크리오,84.97,202303,3,"194,500",108,15,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.14
16253,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202303,1,"180,000",311,12,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.24
16254,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202302,28,"100,000",316,6,-,-,2008,올림픽로 435,-,직거래,-,23.03.08
16255,서울특별시 송파구 신천동,17,17,0,파크리오,59.64,202302,27,"150,000",202,3,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.02
16256,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,25,"179,000",216,16,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.22
16257,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,25,"184,500",217,15,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.07.10
16258,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202302,25,"158,500",103,6,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.26
16259,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,25,"180,000",308,8,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.23
16260,서울특별시 송파구 신천동,11,11,0,장미2,82.45,202302,24,"170,000",31,11,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.06.30
16261,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202302,24,"188,000",225,25,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.03.31
16262,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202302,22,"153,000",316,16,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.12
16263,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202302,21,"151,500",204,9,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.19
16264,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,21,"179,000",312,15,-,-,2008,올림픽로 435,-,중개거래,서울 광진구 서울 서초구,23.04.17
16265,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,19,"176,000",309,20,-,-,2008,올림픽로 435,-,중개거래,경기 하남시 서울 송파구,23.05.30
16266,서울특별시 송파구 신천동,7,7,0,장미1,71.2,202302,18,"153,000",1,4,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.06.05
16267,서울특별시 송파구 신천동,7,7,0,장미1,71.2,202302,17,"149,700",2,2,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.04.03
16268,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202302,17,"148,000",204,5,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.10
16269,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,17,"180,000",213,18,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.05
16270,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202302,15,"80,000",101,11,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.30
16271,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,14,"170,000",304,3,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.19
16272,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202302,14,"150,000",203,5,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.16
16273,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,14,"175,000",308,33,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.28
16274,서울특별시 송파구 신천동,07월 28일,7,28,현대타워,106.65,202302,13,"120,000",-,15,-,-,1996,올림픽로 293-19,-,중개거래,서울 송파구,23.07.11
16275,서울특별시 송파구 신천동,17,17,0,파크리오,84.97,202302,11,"192,500",107,17,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.28
16276,서울특별시 송파구 신천동,17,17,0,파크리오,84.97,202302,11,"193,000",108,9,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.21
16277,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,11,"173,000",226,5,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.31
16278,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202302,8,"185,000",115,25,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.03
16279,서울특별시 송파구 신천동,07월 18일,7,18,롯데캐슬골드,166.7,202302,8,"200,000",101,16,-,-,2005,올림픽로 269,-,직거래,-,23.02.13
16280,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202302,7,"180,000",310,13,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.13
16281,서울특별시 송파구 신천동,07월 17일,7,17,한빛웰리스,154.57,202302,6,"132,000",-,15,-,-,1996,송파대로 562,-,중개거래,서울 강남구,23.04.21
16282,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,6,"175,000",115,4,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.04
16283,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202302,5,"185,000",210,32,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.03.31
16284,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,3,"172,000",229,4,-,-,2008,올림픽로 435,-,중개거래,서울 강남구 서울 송파구,23.03.24
16285,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202302,3,"180,000",306,25,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.25
16286,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202302,3,"172,000",-,4,-,-,2008,올림픽로 435,20230302,중개거래,서울 강남구 서울 송파구,-
16287,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202302,2,"175,000",215,3,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.28
16288,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202302,2,"147,000",204,14,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.28
16289,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202301,31,"155,000",202,21,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.07
16290,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202301,31,"155,500",315,18,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.28
16291,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202301,31,"170,000",228,20,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.28
16292,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202301,30,"179,500",306,24,-,-,2008,올림픽로 435,-,중개거래,서울 강서구 서울 송파구,23.04.10
16293,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202301,30,"142,000",317,7,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.17
16294,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202301,27,"180,000",114,34,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.28
16295,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202301,27,"180,000",-,34,-,-,2008,올림픽로 435,20230302,중개거래,서울 송파구,-
16296,서울특별시 송파구 신천동,17,17,0,파크리오,59.64,202301,26,"150,000",201,23,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.03.24
16297,서울특별시 송파구 신천동,17,17,0,파크리오,59.64,202301,25,"152,000",119,19,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.27
16298,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202301,25,"180,000",309,12,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.02
16299,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202301,25,"178,000",210,12,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.02
16300,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202301,21,"173,000",217,16,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.03.30
16301,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202301,20,"180,000",113,35,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.27
16302,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202301,20,"172,000",214,9,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.17
16303,서울특별시 송파구 신천동,17,17,0,파크리오,59.64,202301,20,"145,000",203,24,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.02
16304,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202301,19,"180,000",214,30,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.25
16305,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202301,19,"170,000",305,36,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.12
16306,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202301,19,"150,000",204,13,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.11
16307,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202301,19,"177,000",216,26,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.25
16308,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202301,13,"85,000",101,7,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.26
16309,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202301,11,"149,000",105,13,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.03.15
16310,서울특별시 송파구 신천동,17,17,0,파크리오,121.63,202301,11,"250,000",111,23,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.04.19
16311,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202301,9,"170,000",226,9,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.03.23
16312,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202301,5,"165,000",305,30,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.01.25
16313,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202301,3,"172,000",225,22,-,-,2008,올림픽로 435,-,중개거래,서울 서초구 서울 송파구,23.02.28
16314,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202212,31,"172,000",-,24,-,-,2008,올림픽로 435,-,중개거래,서울 강동구 서울 송파구,-
16315,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202212,29,"174,000",-,17,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16316,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202212,27,"80,000",-,9,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16317,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202212,24,"165,500",-,12,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16318,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202212,23,"170,000",-,3,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16319,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202212,21,"169,000",-,35,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16320,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202212,15,"174,000",-,20,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16321,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202212,13,"168,000",-,11,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16322,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202212,10,"170,000",-,21,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16323,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202212,1,"179,000",-,11,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16324,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202211,30,"167,000",-,20,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16325,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202211,25,"168,000",-,21,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16326,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202211,18,"148,000",-,27,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16327,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202211,1,"177,000",-,29,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16328,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202210,28,"93,000",-,8,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16329,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202210,15,"177,000",-,25,-,-,2008,올림픽로 435,-,중개거래,서울 서초구 서울 송파구,-
16330,서울특별시 송파구 신천동,17,17,0,파크리오,144.77,202210,4,"250,000",-,23,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16331,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202209,29,"202,000",-,12,-,-,2008,올림픽로 435,-,중개거래,경기 안양동안구 서울 송파구,-
16332,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202209,23,"170,000",-,19,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16333,서울특별시 송파구 신천동,7,7,0,장미1,99,202208,22,"250,000",-,13,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,-
16334,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202208,17,"214,000",-,33,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16335,서울특별시 송파구 신천동,17,17,0,파크리오,144.77,202207,27,"285,000",-,8,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,-
16336,서울특별시 송파구 신천동,07월 14일,7,14,잠실더샵스타파크,186.46,202207,26,"300,000",-,14,-,-,2008,올림픽로35가길 10,-,중개거래,서울 송파구,-
16337,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202305,13,"196,000",210,19,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.08.25
16338,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202305,13,"195,000",306,19,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,24.01.15
16339,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202305,13,"195,000",216,30,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.10.10
16340,서울특별시 송파구 신천동,11,11,0,장미2,82.45,202305,12,"188,000",30,1,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.08.17
16341,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202305,12,"198,000",306,33,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.07.31
16342,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202305,11,"196,900",210,16,-,-,2008,올림픽로 435,-,중개거래,서울 서초구 서울 송파구,23.08.31
16343,서울특별시 송파구 신천동,11월 08일,11,8,더샵스타리버,171.53,202305,11,"189,000",더?스타리버102동,28,-,-,2006,올림픽로35길 93,-,중개거래,서울 송파구,23.05.25
16344,서울특별시 송파구 신천동,11,11,0,장미2,71.2,202305,10,"169,000",29,3,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.07.25
16345,서울특별시 송파구 신천동,11,11,0,장미2,82.45,202305,9,"140,000",26,5,-,-,1979,올림픽로35길 104,-,직거래,-,23.06.08
16346,서울특별시 송파구 신천동,17,17,0,파크리오,144.77,202305,9,"264,000",301,22,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.09.20
16347,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202305,9,"195,000",115,33,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.08.30
16348,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202305,8,"167,000",119,5,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.08.23
16349,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202305,4,"178,000",224,1,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.08.10
16350,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202305,4,"87,500",101,19,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.12
16351,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202305,3,"181,000",213,1,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.07.26
16352,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202305,3,"181,000",-,1,-,-,2008,올림픽로 435,20230519,중개거래,서울 송파구,-
16353,서울특별시 송파구 신천동,17,17,0,파크리오,121.63,202305,2,"252,500",222,15,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.09.08
16354,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202305,1,"155,000",103,1,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.08.25
16355,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202304,30,"165,000",316,8,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.07
16356,서울특별시 송파구 신천동,17,17,0,파크리오,84.97,202304,29,"195,000",109,7,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.07.10
16357,서울특별시 송파구 신천동,7,7,0,장미1,71.2,202304,28,"159,500",1,2,-,-,1979,올림픽로35길 104,-,중개거래,경기 부천시 서울 송파구,23.07.20
16358,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202304,28,"165,000",202,20,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.22
16359,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202304,27,"160,000",316,19,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.08.14
16360,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202304,27,"183,000",213,4,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.05.19
16361,서울특별시 송파구 신천동,11,11,0,장미2,99,202304,25,"200,000",23,6,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.07.31
16362,서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202304,25,"194,000",210,27,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.07.03
16363,서울특별시 송파구 신천동,17,17,0,파크리오,121.63,202304,25,"243,000",206,29,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.30
16364,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202304,24,"168,000",105,14,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.15
16365,서울특별시 송파구 신천동,11월 09일,11,9,한신잠실코아,50.76,202304,23,"99,500",아파트,15,-,-,1988,올림픽로35가길 11,-,중개거래,서울 송파구,23.08.30
16366,서울특별시 송파구 신천동,17,17,0,파크리오,121.63,202304,23,"241,000",222,13,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.08.17
16367,서울특별시 송파구 신천동,17,17,0,파크리오,59.95,202304,22,"170,000",104,22,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.30
16368,서울특별시 송파구 신천동,11,11,0,장미2,99,202304,21,"197,000",25,4,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.07.07
16369,서울특별시 송파구 신천동,11,11,0,장미2,71.2,202304,21,"160,000",27,11,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.07.05
16370,서울특별시 송파구 신천동,7,7,0,장미1,71.2,202304,21,"160,000",2,5,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.07.07
16371,서울특별시 송파구 신천동,7,7,0,장미1,71.2,202304,21,"159,000",2,14,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.06.08
16372,서울특별시 송파구 신천동,17,17,0,파크리오,84.97,202304,21,"198,000",107,18,-,-,2008,올림픽로 435,-,중개거래,서울 송파구 서울 중랑구,23.08.31
16373,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202304,21,"191,000",113,23,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.06.29
16374,서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202304,21,"186,000",312,21,-,-,2008,올림픽로 435,-,중개거래,서울 서초구 서울 송파구,23.08.07
16375,서울특별시 송파구 신천동,7,7,0,장미1,71.2,202304,20,"165,000",1,6,-,-,1979,올림픽로35길 104,-,중개거래,서울 송파구,23.07.31
16376,서울특별시 송파구 풍납동,261,261,0,현대리버빌2지구,84.97,202305,11,"100,000",310,6,-,-,1999,풍성로24길 42,-,중개거래,서울 송파구,23.06.26
16377,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202305,1,"65,000",306,6,-,-,1999,토성로 37,-,중개거래,서울 송파구,23.06.09
16378,서울특별시 송파구 풍납동,506,506,0,동아한가람1,84.38,202304,25,"104,300",103,4,-,-,1995,한가람로 446,-,중개거래,서울 송파구,23.08.28
16379,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202304,21,"69,000",306,16,-,-,1999,토성로 37,-,중개거래,서울 송파구,23.06.28
16380,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202304,15,"64,300",307,9,-,-,1999,토성로 37,-,중개거래,서울 송파구,23.05.25
16381,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202304,11,"64,000",307,11,-,-,1999,토성로 37,-,중개거래,서울 송파구,23.06.22
16382,서울특별시 송파구 풍납동,413-1,413,1,현대1,83.02,202304,8,"114,000",101,17,-,-,1995,올림픽로 525,-,중개거래,서울 송파구,23.04.25
16383,서울특별시 송파구 풍납동,506,506,0,동아한가람1,84.38,202304,8,"110,000",101,13,-,-,1995,한가람로 446,-,중개거래,서울 송파구,23.08.11
16384,서울특별시 송파구 풍납동,508,508,0,한강극동,84.76,202303,29,"88,500",104,4,-,-,1995,토성로 38-6,-,중개거래,서울 송파구,23.04.25
16385,서울특별시 송파구 풍납동,506,506,0,동아한가람1,84.38,202303,21,"87,000",103,4,-,-,1995,한가람로 446,-,중개거래,서울 강동구,23.04.10
16386,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202303,20,"65,000",306,13,-,-,1999,토성로 37,-,중개거래,서울 송파구,23.06.30
16387,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202303,11,"64,000",307,14,-,-,1999,토성로 37,-,중개거래,서울 송파구,23.12.19
16388,서울특별시 송파구 풍납동,506,506,0,동아한가람1,84.38,202303,5,"115,000",105,16,-,-,1995,한가람로 448,-,중개거래,서울 송파구,23.05.09
16389,서울특별시 송파구 풍납동,413-1,413,1,현대1,83.02,202303,4,"111,000",103,17,-,-,1995,올림픽로 525,-,중개거래,서울 송파구,23.06.07
16390,서울특별시 송파구 풍납동,514,514,0,잠실올림픽공원아이파크,59.97,202303,2,"134,500",104,12,-,-,2019,올림픽로43길 34,-,중개거래,서울 송파구,23.05.26
16391,서울특별시 송파구 풍납동,251-2,251,2,토성현대,49.14,202302,28,"61,000",101,7,-,-,1986,풍성로14길 19,-,중개거래,서울 송파구,23.04.06
16392,서울특별시 송파구 풍납동,172,172,0,대동1,68.06,202302,25,"70,000",-,9,-,-,1999,풍성로15길 10,-,중개거래,서울 송파구,23.03.31
16393,서울특별시 송파구 풍납동,506,506,0,동아한가람1,84.38,202302,11,"105,000",107,6,-,-,1995,한가람로 448,-,중개거래,서울 송파구,23.05.30
16394,서울특별시 송파구 풍납동,261,261,0,현대리버빌2지구,40.95,202302,10,"52,000",308,11,-,-,1999,풍성로24길 42,-,중개거래,서울 송파구,23.05.30
16395,서울특별시 송파구 풍납동,511,511,0,송파현대힐스테이트,84.99,202302,9,"107,000",201,5,-,-,2006,풍성로26길 31,-,중개거래,서울 송파구,23.03.24
16396,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202302,7,"63,500",306,11,-,-,1999,토성로 37,-,중개거래,서울 송파구,23.03.24
16397,서울특별시 송파구 풍납동,400-5,400,5,연지토성,84.85,202302,7,"73,000",-,4,-,-,2000,강동대로9길 20,-,중개거래,서울 송파구,23.03.31
16398,서울특별시 송파구 풍납동,506,506,0,동아한가람1,84.38,202301,31,"89,000",105,1,-,-,1995,한가람로 448,-,중개거래,서울 송파구,23.02.07
16399,서울특별시 송파구 풍납동,506,506,0,동아한가람1,84.38,202301,26,"89,000",105,2,-,-,1995,한가람로 448,-,중개거래,서울 송파구,23.03.24
16400,서울특별시 송파구 풍납동,514,514,0,잠실올림픽공원아이파크,75.91,202301,9,"147,000",104,31,-,-,2019,올림픽로43길 34,-,중개거래,서울 송파구,23.02.09
16401,서울특별시 송파구 풍납동,398-16,398,16,칼라,66.24,202212,29,"46,000",-,5,-,-,1998,올림픽로45길 26,-,중개거래,서울 강동구,-
